strain	date	PPX_accession	PPX_accession__url	INSDC_accession	INSDC_accession__url	dataUseTerms	dataUseTerms__url	region	country	clades	old_nomenclature	insertion	author	accession	division
China/PP_0047ZJE.1/2019-02-01	2019-02-01	PP_0047ZJE.1	https://pathoplexus.org/seq/PP_0047ZJE.1	PV217923.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217923.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047ZJE	Beijing
Australia/PP_002JGP0.2/2018-06-29	2018-06-29	PP_002JGP0.2	https://pathoplexus.org/seq/PP_002JGP0.2	OP904134.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904134.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JGP0	
China/PP_002HCWS.1/2018-07	2018-07-31 (2018-07-04 - 2018-07-31)	PP_002HCWS.1	https://pathoplexus.org/seq/PP_002HCWS.1	MZ851796.1	https://www.ncbi.nlm.nih.gov/nuccore/MZ851796.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002HCWS	
USA/PP_004F76F.1/2020-03	2020-03-31 (2020-03-05 - 2020-03-31)	PP_004F76F.1	https://pathoplexus.org/seq/PP_004F76F.1	PV796893.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796893.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F76F	Pittsburgh
China/PP_0047XZL.1/2018-03-24	2018-03-24	PP_0047XZL.1	https://pathoplexus.org/seq/PP_0047XZL.1	PV217870.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217870.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047XZL	Beijing
China/PP_0047YHH.1/2018-06-01	2018-06-01	PP_0047YHH.1	https://pathoplexus.org/seq/PP_0047YHH.1	PV217888.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217888.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047YHH	Beijing
China/PP_0047YQ3.1/2018-10-29	2018-10-29	PP_0047YQ3.1	https://pathoplexus.org/seq/PP_0047YQ3.1	PV217895.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217895.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047YQ3	Beijing
China/PP_002JCKC.1/2018-12	2018-12-01 (2018-12-01 - 2018-12-27)	PP_002JCKC.1	https://pathoplexus.org/seq/PP_002JCKC.1	OP345082.1	https://www.ncbi.nlm.nih.gov/nuccore/OP345082.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002JCKC	
China/PP_0047Z57.1/2019-01-03	2019-01-03	PP_0047Z57.1	https://pathoplexus.org/seq/PP_0047Z57.1	PV217910.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217910.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047Z57	Beijing
China/PP_0047Z81.1/2019-01-03	2019-01-03	PP_0047Z81.1	https://pathoplexus.org/seq/PP_0047Z81.1	PV217913.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217913.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047Z81	Beijing
Japan/PP_002F6KR.1/2018-03-17	2018-03-17	PP_002F6KR.1	https://pathoplexus.org/seq/PP_002F6KR.1	LC671556.1	https://www.ncbi.nlm.nih.gov/nuccore/LC671556.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	Japan	A2.2.2	A2b2	True	Sugimoto, S.; Kawase, M.; Suwa, R.; Kakizaki, M.; Kume, Y.; Chishiki, M.; Ono, T.; Okabe, H.; Norito, S.; Hosoya, M.; Hashimoto, K.; Shirato, K.; Nao, N.; Sato, M.; Sakuma, H.; Suzuki, S.; Takeda, M.	PP_002F6KR	Tokyo
China/PP_0047XJG.1/2018-01-26	2018-01-26	PP_0047XJG.1	https://pathoplexus.org/seq/PP_0047XJG.1	PV217855.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217855.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0047XJG	Beijing
USA/PP_004F9YU.1/2020-02	2020-02-29 (2020-02-04 - 2020-02-29)	PP_004F9YU.1	https://pathoplexus.org/seq/PP_004F9YU.1	PV796987.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796987.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F9YU	Pittsburgh
China/PP_002JMYB.1/2020-09-23	2020-09-23	PP_002JMYB.1	https://pathoplexus.org/seq/PP_002JMYB.1	OR883673.1	https://www.ncbi.nlm.nih.gov/nuccore/OR883673.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Li, R.	PP_002JMYB	
China/PP_002JMK3.1/2020-09-23	2020-09-23	PP_002JMK3.1	https://pathoplexus.org/seq/PP_002JMK3.1	OR671979.1	https://www.ncbi.nlm.nih.gov/nuccore/OR671979.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Li, R.	PP_002JMK3	
China/PP_002JMXD.1/2020-09-23	2020-09-23	PP_002JMXD.1	https://pathoplexus.org/seq/PP_002JMXD.1	OR883672.1	https://www.ncbi.nlm.nih.gov/nuccore/OR883672.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Li, R.	PP_002JMXD	
China/PP_0047ZR0.1/2019-03-11	2019-03-11	PP_0047ZR0.1	https://pathoplexus.org/seq/PP_0047ZR0.1	PV217930.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217930.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047ZR0	Beijing
China/PP_004800E.1/2019-05-06	2019-05-06	PP_004800E.1	https://pathoplexus.org/seq/PP_004800E.1	PV217939.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217939.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_004800E	Beijing
Australia/PP_002JCUU.2/2019-07-06	2019-07-06	PP_002JCUU.2	https://pathoplexus.org/seq/PP_002JCUU.2	OP904003.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904003.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JCUU	
Australia/PP_002JCWQ.2/2019-07-06	2019-07-06	PP_002JCWQ.2	https://pathoplexus.org/seq/PP_002JCWQ.2	OP904005.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904005.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JCWQ	
China/PP_0048244.1/2024-02-02	2024-02-02	PP_0048244.1	https://pathoplexus.org/seq/PP_0048244.1	PV218011.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218011.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0048244	Beijing
China/PP_004C7C9.1/2024-06-26	2024-06-26	PP_004C7C9.1	https://pathoplexus.org/seq/PP_004C7C9.1	PV081139.1	https://www.ncbi.nlm.nih.gov/nuccore/PV081139.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Li, A.; Gong, C.; Wang, L.; Han, Y.; Kang, L.; Hu, G.; Cao, J.; Li, M.; Guan, X.; Luo, M.; Yu, L.; Li, Y.; Huang, F.; Gao, G. F.; Wang, Q.; Li, A.-H.; Han, Y.-L.	PP_004C7C9	Beijing
USA/PP_0049FPJ.1/2022-12-07	2022-12-07	PP_0049FPJ.1	https://pathoplexus.org/seq/PP_0049FPJ.1	PX443980.1	https://www.ncbi.nlm.nih.gov/nuccore/PX443980.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049FPJ	
Kenya/PP_0049YEL.1/2021-02-19	2021-02-19	PP_0049YEL.1	https://pathoplexus.org/seq/PP_0049YEL.1	PX279635.1	https://www.ncbi.nlm.nih.gov/nuccore/PX279635.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Africa	Kenya	A2.2.2	A2b2	True	Okanda, D.; Odoyo, S.; Kiprono, H.; Katama, E.; Maina, G.; Mutunga, M.; Lewa, C.; Cheruiyot, R.; Nyiro, J.; Agoti, C.; Githinji, G.	PP_0049YEL	Kilifi
USA/PP_00320C3.1/2023-02-15	2023-02-15	PP_00320C3.1	https://pathoplexus.org/seq/PP_00320C3.1	PX048928.1	https://www.ncbi.nlm.nih.gov/nuccore/PX048928.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Kim, H. G.; Greninger, A.	PP_00320C3	Washington
USA/PP_0049GAA.1/2023-03-12	2023-03-12	PP_0049GAA.1	https://pathoplexus.org/seq/PP_0049GAA.1	PX444001.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444001.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049GAA	
USA/PP_0049HD3.1/2023-02-27	2023-02-27	PP_0049HD3.1	https://pathoplexus.org/seq/PP_0049HD3.1	PX444038.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444038.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049HD3	
USA/PP_0049H6H.1/2023-01-09	2023-01-09	PP_0049H6H.1	https://pathoplexus.org/seq/PP_0049H6H.1	PX444031.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444031.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049H6H	
USA/PP_00320EZ.1/2023-02-22	2023-02-22	PP_00320EZ.1	https://pathoplexus.org/seq/PP_00320EZ.1	PX048930.1	https://www.ncbi.nlm.nih.gov/nuccore/PX048930.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Kim, H. G.; Greninger, A.	PP_00320EZ	Washington
USA/PP_0049FV6.1/2023-01-04	2023-01-04	PP_0049FV6.1	https://pathoplexus.org/seq/PP_0049FV6.1	PX443986.1	https://www.ncbi.nlm.nih.gov/nuccore/PX443986.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049FV6	
USA/PP_0049JQD.1/2019-07-03	2019-07-03	PP_0049JQD.1	https://pathoplexus.org/seq/PP_0049JQD.1	PX444083.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444083.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049JQD	
USA/PP_004F4PH.1/2017-12	2017-12-31 (2017-12-04 - 2017-12-31)	PP_004F4PH.1	https://pathoplexus.org/seq/PP_004F4PH.1	PV796808.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796808.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F4PH	Pittsburgh
USA/PP_002K9KD.2/2025-01-03	2025-01-03	PP_002K9KD.2	https://pathoplexus.org/seq/PP_002K9KD.2	PV052135.1	https://www.ncbi.nlm.nih.gov/nuccore/PV052135.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Goya, S.; Nunley, E. B.; Longley, P. C.; Mathis, J. R.; Varela, C. G.; Kim, D. Y.; Nurik, M.; Naccache, S. N.; Greninger, A. L.; Varela, C.	PP_002K9KD	Washington
USA/PP_002KAHG.2/2023-04-20	2023-04-20	PP_002KAHG.2	https://pathoplexus.org/seq/PP_002KAHG.2	PV052167.1	https://www.ncbi.nlm.nih.gov/nuccore/PV052167.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Goya, S.; Nunley, E. B.; Longley, P. C.; Mathis, J. R.; Varela, C. G.; Kim, D. Y.; Nurik, M.; Naccache, S. N.; Greninger, A. L.; Varela, C.	PP_002KAHG	Washington
USA/PP_0049HW2.1/2024-04-12	2024-04-12	PP_0049HW2.1	https://pathoplexus.org/seq/PP_0049HW2.1	PX444055.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444055.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049HW2	
USA/PP_0049LQB.1/2025-03-27	2025-03-27	PP_0049LQB.1	https://pathoplexus.org/seq/PP_0049LQB.1	PX444151.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444151.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049LQB	
USA/PP_0049JYX.1/2024-12-19	2024-12-19	PP_0049JYX.1	https://pathoplexus.org/seq/PP_0049JYX.1	PX444091.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444091.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049JYX	
USA/PP_0049LLK.1/2025-03-12	2025-03-12	PP_0049LLK.1	https://pathoplexus.org/seq/PP_0049LLK.1	PX444147.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444147.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049LLK	
USA/PP_0049M0R.1/2025-04-02	2025-04-02	PP_0049M0R.1	https://pathoplexus.org/seq/PP_0049M0R.1	PX444161.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444161.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049M0R	
USA/PP_0049M1P.1/2025-04-04	2025-04-04	PP_0049M1P.1	https://pathoplexus.org/seq/PP_0049M1P.1	PX444162.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444162.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049M1P	
USA/PP_002KEVN.1/2025-01-23	2025-01-23	PP_002KEVN.1	https://pathoplexus.org/seq/PP_002KEVN.1	PV260518.1	https://www.ncbi.nlm.nih.gov/nuccore/PV260518.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	False	Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.	PP_002KEVN	Massachusetts
USA/PP_0049JPF.1/2018-03-12	2018-03-12	PP_0049JPF.1	https://pathoplexus.org/seq/PP_0049JPF.1	PX444082.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444082.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049JPF	
USA/PP_0049KHS.1/2018-11-08	2018-11-08	PP_0049KHS.1	https://pathoplexus.org/seq/PP_0049KHS.1	PX444110.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444110.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049KHS	
USA/PP_002K2S6.1/2019-12-20	2019-12-20	PP_002K2S6.1	https://pathoplexus.org/seq/PP_002K2S6.1	PP947685.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947685.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K2S6	Washington
USA/PP_002K37A.1/2019-05-03	2019-05-03	PP_002K37A.1	https://pathoplexus.org/seq/PP_002K37A.1	PP947700.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947700.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K37A	Washington
USA/PP_0049JS9.1/2019-12-04	2019-12-04	PP_0049JS9.1	https://pathoplexus.org/seq/PP_0049JS9.1	PX444085.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444085.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049JS9	
USA/PP_002K0T6.1/2020-03-23	2020-03-23	PP_002K0T6.1	https://pathoplexus.org/seq/PP_002K0T6.1	PP947618.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947618.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K0T6	Washington
USA/PP_002K08B.1/2020-03-12	2020-03-12	PP_002K08B.1	https://pathoplexus.org/seq/PP_002K08B.1	PP947599.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947599.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K08B	Washington
USA/PP_002K92E.1/2020-03-02	2020-03-02	PP_002K92E.1	https://pathoplexus.org/seq/PP_002K92E.1	PQ634949.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ634949.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Furlong, J.; Kim, H. G.; Greninger, A.	PP_002K92E	Washington
USA/PP_002K1GU.1/2020-04-01	2020-04-01	PP_002K1GU.1	https://pathoplexus.org/seq/PP_002K1GU.1	PP947641.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947641.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K1GU	Washington
USA/PP_002K22M.1/2020-03-06	2020-03-06	PP_002K22M.1	https://pathoplexus.org/seq/PP_002K22M.1	PP947661.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947661.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K22M	Washington
USA/PP_002K36C.1/2020-01-08	2020-01-08	PP_002K36C.1	https://pathoplexus.org/seq/PP_002K36C.1	PP947699.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947699.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K36C	Washington
China/PP_002HCZL.1/2018-05	2018-05-01 (2018-05-01 - 2018-05-28)	PP_002HCZL.1	https://pathoplexus.org/seq/PP_002HCZL.1	MZ851993.1	https://www.ncbi.nlm.nih.gov/nuccore/MZ851993.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002HCZL	
USA/PP_002K27B.1/2020-02-26	2020-02-26	PP_002K27B.1	https://pathoplexus.org/seq/PP_002K27B.1	PP947666.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947666.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K27B	Washington
USA/PP_004FAC0.1/2020-04	2020-04-30 (2020-04-04 - 2020-04-30)	PP_004FAC0.1	https://pathoplexus.org/seq/PP_004FAC0.1	PV797001.1	https://www.ncbi.nlm.nih.gov/nuccore/PV797001.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004FAC0	Pittsburgh
USA/PP_002KADR.2/2023-03-17	2023-03-17	PP_002KADR.2	https://pathoplexus.org/seq/PP_002KADR.2	PV052163.1	https://www.ncbi.nlm.nih.gov/nuccore/PV052163.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Goya, S.; Nunley, E. B.; Longley, P. C.; Mathis, J. R.; Varela, C. G.; Kim, D. Y.; Nurik, M.; Naccache, S. N.; Greninger, A. L.; Varela, C.	PP_002KADR	Washington
Australia/PP_002JGFH.2/2018-06-22	2018-06-22	PP_002JGFH.2	https://pathoplexus.org/seq/PP_002JGFH.2	OP904126.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904126.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JGFH	
USA/PP_004F70T.1/2020-03	2020-03-01 (2020-03-01 - 2020-03-28)	PP_004F70T.1	https://pathoplexus.org/seq/PP_004F70T.1	PV796887.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796887.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F70T	Pittsburgh
USA/PP_002KE1B.2/2023-11-14	2023-11-14	PP_002KE1B.2	https://pathoplexus.org/seq/PP_002KE1B.2	PV252957.1	https://www.ncbi.nlm.nih.gov/nuccore/PV252957.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Kim, H. G.; Greninger, A.	PP_002KE1B	Washington
USA/PP_002KC9X.2/2024-12-01	2024-12-01	PP_002KC9X.2	https://pathoplexus.org/seq/PP_002KC9X.2	PV052227.1	https://www.ncbi.nlm.nih.gov/nuccore/PV052227.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Goya, S.; Nunley, E. B.; Longley, P. C.; Mathis, J. R.; Varela, C. G.; Kim, D. Y.; Nurik, M.; Naccache, S. N.; Greninger, A. L.; Nunley, E.; Marc, N.	PP_002KC9X	Washington
USA/PP_002JZJT.1/2019-05-14	2019-05-14	PP_002JZJT.1	https://pathoplexus.org/seq/PP_002JZJT.1	PP947575.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947575.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002JZJT	Washington
USA/PP_002K26D.1/2019-05-28	2019-05-28	PP_002K26D.1	https://pathoplexus.org/seq/PP_002K26D.1	PP947665.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947665.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K26D	Washington
USA/PP_002K30Q.1/2020-03-10	2020-03-10	PP_002K30Q.1	https://pathoplexus.org/seq/PP_002K30Q.1	PP947693.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947693.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K30Q	Washington
USA/PP_002JYW4.1/2020-02-10	2020-02-10	PP_002JYW4.1	https://pathoplexus.org/seq/PP_002JYW4.1	PP947553.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947553.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002JYW4	Washington
